study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,lc_or_lt_trial,pointed_at_both_1st_choice,changed_in_1st_choice,pointed_at_both_2nd_choice,changed_in_2nd_choice,hesitated_in_1st_choice,hesitated_in_2nd_choice,amount_of_chosen_liquid_2nd_choice
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,65.0,opaque_same,0.0,false,false,true,true,false,true,
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,66.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,67.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,68.0,clear_same,0.0,true,true,false,false,true,false,
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,69.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,9.0,dunja,31.0,f,orangutan,7.0,70.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,71.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,72.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,73.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,74.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,75.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,76.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,77.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,78.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,79.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,11.0,dunja,31.0,f,orangutan,8.0,80.0,opaque_same,0.0,true,true,true,false,true,true,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,81.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,82.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,83.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,84.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,85.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,86.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,87.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,88.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,89.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,16.0,dunja,31.0,f,orangutan,9.0,90.0,clear_different,lc_trial,true,true,false,false,true,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,91.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,92.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,93.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,94.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,95.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,96.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,97.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,98.0,opaque_same,0.0,true,false,true,false,true,true,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,99.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,17.0,dunja,31.0,f,orangutan,10.0,100.0,clear_same,0.0,false,true,true,false,true,true,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,101.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,102.0,clear_same,0.0,false,false,true,false,false,true,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,103.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,104.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,105.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,106.0,opaque_different,lc_trial,true,false,false,false,true,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,107.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,108.0,opaque_same,0.0,false,false,true,false,false,true,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,109.0,clear_different,lc_trial,false,true,false,false,true,false,
suda2006what,1.0,2002.0,7.0,19.0,dunja,31.0,f,orangutan,11.0,110.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,111.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,112.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,113.0,opaque_same,0.0,true,true,false,false,true,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,114.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,115.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,116.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,117.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,118.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,119.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2002.0,7.0,24.0,dunja,31.0,f,orangutan,12.0,120.0,opaque_different,lt_trial,false,false,true,true,false,true,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,1.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,2.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,3.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,4.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,5.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,6.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,7.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,8.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,9.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fifi,8.0,f,chimpanzee,1.0,10.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,11.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,12.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,13.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,14.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,15.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,16.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,17.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,18.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,19.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,4.0,fifi,8.0,f,chimpanzee,2.0,20.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,21.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,22.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,23.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,24.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,25.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,26.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,27.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,28.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,29.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,7.0,fifi,8.0,f,chimpanzee,3.0,30.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,31.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,32.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,33.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,34.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,35.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,36.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,37.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,38.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,39.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,13.0,fifi,8.0,f,chimpanzee,4.0,40.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,41.0,opaque_different,lt_trial,false,true,false,false,true,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,42.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,43.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,44.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,45.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,46.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,47.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,48.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,49.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,26.0,fifi,8.0,f,chimpanzee,5.0,50.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,51.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,52.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,53.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,54.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,55.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,56.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,57.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,58.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,59.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,27.0,fifi,8.0,f,chimpanzee,6.0,60.0,,,,,,,,,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,61.0,clear_different,lt_trial,false,false,false,true,false,true,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,62.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,63.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,64.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,65.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,66.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,67.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,68.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,69.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,28.0,fifi,8.0,f,chimpanzee,7.0,70.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,71.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,72.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,73.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,74.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,75.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,76.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,77.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,78.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,79.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,1.0,fifi,8.0,f,chimpanzee,8.0,80.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,81.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,82.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,83.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,84.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,85.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,86.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,87.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,88.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,89.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,4.0,fifi,8.0,f,chimpanzee,9.0,90.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,91.0,opaque_same,0.0,false,false,false,true,false,true,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,92.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,93.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,94.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,95.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,96.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,97.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,98.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,99.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,5.0,fifi,8.0,f,chimpanzee,10.0,100.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,101.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,102.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,103.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,104.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,105.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,106.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,107.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,108.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,109.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,10.0,fifi,8.0,f,chimpanzee,11.0,110.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,111.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,112.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,113.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,114.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,115.0,opaque_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,116.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,117.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,118.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,119.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,10.0,13.0,fifi,8.0,f,chimpanzee,12.0,120.0,opaque_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,1.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,2.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,3.0,opaque_different,lt_trial,false,true,false,true,true,true,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,4.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,5.0,clear_different,lt_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,6.0,opaque_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,7.0,clear_same,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,8.0,opaque_different,lc_trial,false,true,false,false,true,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,9.0,clear_different,lc_trial,false,false,false,false,false,false,
suda2006what,1.0,2001.0,8.0,31.0,fraukje,25.0,f,chimpanzee,1.0,10.0,no_testing_trial,0.0,false,false,false,false,false,false,
suda2006what,1.0,2001.0,9.0,5.0,fraukje,25.0,f,chimpanzee,2.0,11.0,clear_different,lc_trial,false,false,false,false,false,false,
