"study_id","participant","age_in_years","sex","species","session","lotterie","exchange_1-yes_0-no","expected_value","outcomepreceedingtype","outcomecumulatedtype"
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,16,1,2,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,2,1,6,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,13,1,2.5,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,15,1,2,-1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,11,1,3,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,5,1,4.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,14,1,2.25,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,12,1,2.75,1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,9,1,3.25,0,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,8,1,3.5,0,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",8,1,1,8,1,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,4,1,5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,14,1,2.25,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,8,1,3.5,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,6,1,4,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,1,1,8,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,3,1,5.5,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,18,0,0.5,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,12,1,2.75,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,5,1,4.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,16,1,2,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,13,1,2.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,10,1,3,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,7,1,3.75,-1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,11,1,3,-1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,9,1,3.25,1,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,2,1,6,1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,17,1,1.75,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",9,15,0,2,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,16,1,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,11,1,3,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,10,1,3,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,6,1,4,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,8,1,3.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,15,1,2,-1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,9,1,3.25,-1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,1,1,8,0,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,17,1,1.75,1,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,2,1,6,-1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,18,0,0.5,0,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,4,1,5,0,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,5,1,4.5,1,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,14,1,2.25,-1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,7,1,3.75,1,-3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,13,0,2.5,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,3,1,5.5,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",10,12,1,2.75,1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,12,1,2.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,6,1,4,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,11,1,3,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,8,1,3.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,13,1,2.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,3,1,5.5,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,18,0,0.5,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,9,1,3.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,7,1,3.75,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,15,1,2,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,5,1,4.5,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,14,1,2.25,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,4,1,5,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,1,1,8,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,16,0,2,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,2,0,6,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,17,1,1.75,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",11,10,0,3,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,4,1,5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,1,1,8,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,15,0,2,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,13,1,2.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,2,1,6,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,12,1,2.75,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,8,1,3.5,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,6,1,4,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,18,0,0.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,16,0,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,14,1,2.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,9,1,3.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,3,1,5.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,10,1,3,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,5,1,4.5,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,7,1,3.75,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,17,0,1.75,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",12,11,1,3,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,5,1,4.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,6,0,4,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,13,0,2.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,15,1,2,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,8,1,3.5,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,17,1,1.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,10,1,3,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,12,1,2.75,-1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,4,1,5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,3,1,5.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,1,1,8,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,11,1,3,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,7,1,3.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,18,0,0.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,16,0,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,9,1,3.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,14,1,2.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",13,2,1,6,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,13,1,2.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,15,1,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,2,1,6,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,17,1,1.75,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,16,0,2,-1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,7,1,3.75,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,8,1,3.5,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,6,1,4,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,10,0,3,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,3,1,5.5,0,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,18,0,0.5,1,-2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,1,1,8,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,9,1,3.25,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,4,1,5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,14,1,2.25,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,5,1,4.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,12,0,2.75,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",14,11,1,3,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,14,1,2.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,2,1,6,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,12,0,2.75,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,7,1,3.75,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,16,0,2,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,3,1,5.5,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,18,0,0.5,-1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,8,1,3.5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,15,0,2,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,5,1,4.5,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,4,1,5,1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,10,1,3,0,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,9,1,3.25,-1,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,1,1,8,-1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,11,0,3,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,17,0,1.75,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,13,1,2.5,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",15,6,1,4,-1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,18,0,0.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,15,1,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,14,1,2.25,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,11,0,3,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,4,1,5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,6,1,4,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,7,1,3.75,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,13,1,2.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,3,1,5.5,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,16,0,2,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,1,0,8,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,9,0,3.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,5,0,4.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,2,0,6,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,17,0,1.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,12,0,2.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,8,0,3.5,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",16,10,0,3,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,7,0,3.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,15,1,2,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,10,0,3,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,13,0,2.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,8,0,3.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,9,0,3.25,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,1,0,8,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,17,0,1.75,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,4,0,5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,12,0,2.75,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,3,0,5.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,14,0,2.25,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,18,0,0.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,11,0,3,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,16,0,2,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,6,0,4,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,2,0,6,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",17,5,0,4.5,0,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,12,0,2.75,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,14,1,2.25,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,6,1,4,-1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,8,1,3.5,1,-1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,1,1,8,0,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,2,1,6,1,0
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,4,1,5,0,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,3,1,5.5,1,1
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,18,0,0.5,1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,15,1,2,0,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,11,1,3,-1,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,17,1,1.75,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,10,1,3,1,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,5,1,4.5,1,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,7,1,3.75,-1,4
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,13,1,2.5,-1,3
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,9,1,3.25,0,2
"broihanne2019monkeys","makoku",32,"f","chimpanzee",18,16,0,2,-1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,6,1,4,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,18,0,0.5,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,7,0,3.75,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,1,1,8,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,11,1,3,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,14,1,2.25,1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,5,1,4.5,1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,17,1,1.75,-1,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,4,1,5,1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,12,1,2.75,0,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,15,1,2,0,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,16,1,2,-1,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,3,1,5.5,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,10,1,3,-1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,8,1,3.5,-1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,13,1,2.5,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,2,1,6,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",1,9,1,3.25,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,15,1,2,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,10,1,3,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,9,1,3.25,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,7,1,3.75,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,13,1,2.5,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,4,1,5,-1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,5,1,4.5,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,14,1,2.25,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,18,0,0.5,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,17,1,1.75,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,3,0,5.5,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,12,1,2.75,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,1,1,8,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,6,1,4,1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,2,0,6,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,16,0,2,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,11,1,3,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",2,8,1,3.5,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,9,1,3.25,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,12,1,2.75,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,15,1,2,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,7,1,3.75,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,3,1,5.5,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,10,1,3,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,4,1,5,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,1,1,8,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,8,1,3.5,1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,16,0,2,-1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,2,1,6,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,5,1,4.5,1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,11,1,3,-1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,6,1,4,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,13,0,2.5,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,18,0,0.5,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,14,1,2.25,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",3,17,1,1.75,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,7,1,3.75,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,11,1,3,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,10,0,3,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,3,1,5.5,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,8,1,3.5,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,18,0,0.5,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,1,1,8,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,2,1,6,1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,15,1,2,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,13,1,2.5,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,4,1,5,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,5,1,4.5,1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,6,1,4,-1,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,16,0,2,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,12,1,2.75,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,17,1,1.75,1,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,14,1,2.25,-1,4
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",4,9,1,3.25,0,3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,16,0,2,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,12,1,2.75,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,1,1,8,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,5,1,4.5,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,8,1,3.5,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,17,1,1.75,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,6,1,4,-1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,10,1,3,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,7,1,3.75,-1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,15,1,2,1,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,3,1,5.5,-1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,18,0,0.5,1,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,11,1,3,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,2,1,6,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,14,1,2.25,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,9,1,3.25,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,13,1,2.5,1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",5,4,1,5,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,9,1,3.25,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,13,1,2.5,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,1,1,8,-1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,12,1,2.75,1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,14,1,2.25,-1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,7,1,3.75,-1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,16,1,2,0,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,18,0,0.5,0,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,5,1,4.5,0,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,4,1,5,0,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,11,1,3,1,-3
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,2,1,6,0,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,17,1,1.75,1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,10,1,3,-1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,15,1,2,1,-2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,3,1,5.5,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,6,1,4,1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",6,8,1,3.5,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,6,1,4,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,7,1,3.75,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,10,1,3,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,4,1,5,-1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,18,1,0.5,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,13,1,2.5,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,11,1,3,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,14,1,2.25,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,17,1,1.75,1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,1,1,8,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,16,0,2,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,2,1,6,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,15,1,2,0,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,12,1,2.75,-1,2
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,9,1,3.25,0,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,5,1,4.5,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,3,1,5.5,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",7,8,1,3.5,1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,1,1,8,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,9,1,3.25,1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,6,1,4,-1,1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,3,1,5.5,0,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,18,0,0.5,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,5,1,4.5,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,11,1,3,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,10,1,3,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,15,1,2,1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,14,1,2.25,-1,0
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,7,1,3.75,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,2,1,6,0,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,8,1,3.5,1,-1
"broihanne2019monkeys","bakumba",28,"m","chimpanzee",8,12,1,2.75,1,0
